"","trending_date","n_title","mean_likes","mean_views","mean_dislikes","mean_comment_count"
"66","18.03.06",167,69838.6766467066,1866255.70658683,3507.02395209581,7708.50299401198
"67","18.04.01",139,28752.2877697842,820929.712230216,1925.72661870504,4880.28776978417
"68","18.04.02",137,30367.3649635036,1059753.54744526,1269.15328467153,5531.67153284672
"69","18.04.03",146,44691.7739726027,1479980.40410959,2235.50684931507,4547.32876712329
"70","18.04.04",153,43860.6078431373,1147110.18300654,1591.52941176471,4822.09803921569
"71","18.04.05",142,52275.6830985916,1439812.42253521,2216.74647887324,6766.47183098592
"72","18.04.06",143,71070.0699300699,2226862.46853147,3620.75524475524,7467.2027972028
"73","18.05.01",140,40704.8357142857,1028445.71428571,2325.20714285714,6270.12857142857
"74","18.05.02",143,38851.8251748252,1331435.76223776,1752.18881118881,6636.83916083916
"75","18.05.03",143,45546.8811188811,1686613.81118881,2014.18181818182,4534.86013986014
"76","18.05.04",137,40388.6204379562,1013007.31386861,1269.92700729927,4506.26277372263
"77","18.05.05",149,52471.1677852349,1374022.91275168,2318.70469798658,6346.85906040268
"78","18.05.06",153,48435.6274509804,1493916.98039216,1901.19607843137,5125.07189542484
"79","18.06.01",134,42539.2462686567,1178848.90298507,2442.68656716418,6724.67164179104
"80","18.06.02",151,42085.0860927152,1765088.81456954,1962.79470198675,4733.96026490066
"81","18.06.03",149,53597.5503355705,1770242.51006711,2288.20134228188,5429.09395973154
"82","18.06.04",156,53139.7692307692,1069735.96153846,1342.1858974359,5595.94871794872
"83","18.06.05",162,53174.6296296296,1556475.11728395,2802.91358024691,6460.3950617284
"84","18.06.06",167,66694.4011976048,1736787.28742515,2115.2874251497,8004.52095808383
"85","18.07.01",144,47584.4027777778,1237639.34722222,2379.20833333333,8868.51388888889
"86","18.07.02",135,41500.1407407407,1616252.9037037,2015.25185185185,4662.74074074074
"87","18.07.03",135,41306.3555555556,1200986.34814815,1794.6962962963,4490.44444444444
"88","18.07.04",156,48184.6474358974,1267757.75641026,1607.55128205128,5419.87179487179
"89","18.07.05",152,66666.0526315789,1769775.5,2581.26315789474,7536.26315789474
"90","18.07.06",162,58551.1481481481,1454416.66666667,1956.72222222222,7576.75925925926
"91","18.08.01",147,46350.6870748299,1297033.44897959,2220.1768707483,5432.8231292517
"92","18.08.02",147,50724.9455782313,1931299.31292517,2158.56462585034,6383.31972789116
"93","18.08.03",136,32511.9926470588,995535.029411765,1702.13970588235,3596.99264705882
"94","18.08.05",140,68493.3785714286,1793126.22857143,2795.15714285714,8554.55
"95","18.08.06",156,66692.6217948718,1686274.67307692,2853.14102564103,8956.15384615385
"96","18.09.01",128,46373.5234375,1407644.4296875,2434.03125,5593.03125
"97","18.09.02",162,51860.6111111111,1970322.5617284,1997.61728395062,5952.92592592593
"98","18.09.03",144,36051.8541666667,1157300.28472222,1728.01388888889,4044.71527777778
"99","18.09.05",134,77399.276119403,2056854.15671642,2898.49253731343,9228.79104477612
"100","18.09.06",155,67188.4193548387,1813872.69032258,3411.34838709677,8836.37419354839
"101","18.10.02",139,53048.2158273381,1920707.4028777,2192.92086330935,6327.97841726619
"102","18.10.03",127,43467.4960629921,1280566.06299213,1795.51181102362,5457.53543307087
"103","18.10.05",146,53234.8082191781,1470202.71917808,2115.95205479452,6243.06849315068
"104","18.10.06",165,63077.5333333333,1812258.00606061,3377.5696969697,8760.91515151515
"105","18.11.02",157,40455.5222929936,1355097.42675159,1376.07643312102,4206.33121019108
"106","18.11.03",140,50309.8571428571,1555572.61428571,2847.21428571429,5963.45
"107","18.11.05",142,56228.1478873239,1615994.47183099,2231.61971830986,5811.33802816901
"108","18.11.06",158,47595.835443038,1534434.9556962,2755.46835443038,7101.09493670886
"109","18.12.01",151,33590.3642384106,930416.258278146,1511.7417218543,4806.27152317881
"110","18.12.02",129,40153,1401549.70542636,1291.49612403101,4132.03875968992
"111","18.12.03",132,52312.5606060606,1427982.20454545,2782.06060606061,5754.81060606061
"112","18.12.05",152,68896.3486842105,1979454.625,3037.23026315789,8154.99342105263
"113","18.12.06",153,47671.7189542484,1589377.73202614,2075.41176470588,6220.77124183007
"114","18.13.01",150,48179.38,1251794.6,2291.50666666667,5433.38
"115","18.13.02",145,40914.5448275862,1485092.04137931,1419.35172413793,4030.12413793103
"116","18.13.03",158,54422.6708860759,1574283.93037975,2843.24683544304,6110.44936708861
"117","18.13.05",163,67472.018404908,2242957.71779141,4017.50920245399,9509.93865030675
"118","18.13.06",158,40740.0063291139,1293906.59493671,1677.4746835443,5452.79113924051
"119","18.14.01",151,51430.4569536424,1243145.42384106,2446.13245033113,5995.90066225166
"120","18.14.02",134,34799.0970149254,1122848.85074627,1128.67910447761,3731.94029850746
"121","18.14.03",163,57746.7239263804,1849622.47239264,3130.30674846626,6527.03680981595
"122","18.14.04",149,60826.6375838926,1620906.91946309,2861.36241610738,5987.18120805369
"123","18.14.05",113,26366.0353982301,1048048.19469027,2173.72566371681,6491.48672566372
"124","18.14.06",157,47935.1401273885,1405289.97452229,1821.58598726115,5912.09554140127
"125","18.15.01",148,59584.8040540541,1496209.03378378,2511.48648648649,6931.0945945946
"126","18.15.02",153,42148.9346405229,1242317.9869281,1412.47058823529,4627.3660130719
"127","18.15.03",143,48741.4475524475,1364328.97202797,2163.07692307692,6626.46153846154
"128","18.15.04",152,57617.1973684211,1640501.61842105,2545.31578947368,6037.47368421053
"129","18.15.05",147,43863.1088435374,1703383.82993197,2856.91836734694,4974.74149659864
"130","18.16.01",144,65562.1527777778,1751290.41666667,2822.22222222222,7096.35416666667
"131","18.16.02",121,46228.8016528926,1250803.4214876,1436.02479338843,5218.05785123967
"132","18.16.03",132,44370.8712121212,1343340.28030303,2079.40909090909,4895.63636363636
"133","18.16.04",140,65707.9071428571,1850592.90714286,2957.78571428571,9447.52857142857
"134","18.16.05",160,41200.70625,1265392.9375,1913.225,5196.65625
"135","18.17.01",143,60386,1482431.62937063,2226.41258741259,6335.11888111888
"136","18.17.02",143,50674.4965034965,1260378.34965035,1493.98601398601,5196.81118881119
"137","18.17.03",141,49859.4468085106,1410033.35460993,1926.17021276596,5636.91489361702
"138","18.17.04",145,63317.8551724138,1599658.96551724,2675.0275862069,9349.06206896552
"139","18.17.05",154,48627.5649350649,1400389.30519481,1885.38311688312,6024.81168831169
"140","18.18.01",151,57070.7549668874,1528451.18543046,2495.43046357616,6970.14569536424
"141","18.18.02",163,55056.1901840491,1522263.2392638,1744.19018404908,5513.71779141104
"142","18.18.03",146,49417.1849315068,1527788.60958904,2035.93150684932,5703.09589041096
"143","18.18.04",138,55706.2753623188,1701650.58695652,2896.74637681159,6705.47101449275
"144","18.18.05",158,43002.5759493671,1399732.63924051,2115.59493670886,6400.13924050633
"145","18.19.01",138,44218.9057971014,1201980.80434783,1990.46376811594,6479.60869565217
"146","18.19.02",152,59053.0263157895,1469492.69736842,2106.75,6559.99342105263
"147","18.19.03",135,50268.9777777778,1474477.54814815,2201.91111111111,5830.17037037037
"148","18.19.04",140,47558.3071428571,1495791.37857143,2742.38571428571,6697.24285714286
"149","18.19.05",180,67429.7722222222,1877663.73333333,2986.2,10720.2777777778
"150","18.20.01",144,57542.2291666667,1501472.90277778,2734,8154.39583333333
"151","18.20.02",143,61546.2027972028,1685241.85314685,2766.52447552448,6871.90909090909
"152","18.20.03",136,48011.8529411765,1557224.55147059,2152.21323529412,5581.91176470588
"153","18.20.04",134,35732.0597014925,1031993.81343284,1729.32089552239,5772.69402985075
"154","18.20.05",179,75812.7709497207,2172523.73743017,4257.65363128492,12831.6312849162
"155","18.21.01",157,55639.6751592357,1541104.95541401,2644.06369426752,7413.43949044586
"156","18.21.02",132,54694.7196969697,1603938.41666667,2645.39393939394,5978.99242424242
"157","18.21.03",135,57323.7481481481,1670021.07407407,2765.91851851852,6776.79259259259
"158","18.21.04",147,41157.7755102041,1040946.88435374,1589.93197278912,5322.6462585034
"159","18.21.05",159,70896.4905660377,2191068.08176101,3880.72327044025,13252.2389937107
"160","18.22.01",143,53667.9230769231,1640208.92307692,2599.23076923077,7581.77622377622
"161","18.22.02",124,57343.3467741935,1594004.13709677,2833.72580645161,6336.88709677419
"162","18.22.03",140,57118.5214285714,1911586.62857143,3029.09285714286,6932.64285714286
"163","18.22.04",157,50421.7707006369,1388085.17197452,1852.40127388535,5124.3821656051
"164","18.22.05",162,71675.8827160494,2257722.61728395,3010.45679012346,12839.2716049383
"165","18.23.01",143,39336.2237762238,1214969.1958042,1544.72027972028,6048.25874125874
"166","18.23.02",133,60266.3609022556,1569105.03007519,2669.76691729323,7146.30827067669
"167","18.23.03",157,52548.9936305732,1652741.27388535,1971.16560509554,6132.17197452229
"168","18.23.04",149,61183.9865771812,1709731.63758389,2315.6711409396,6099.64429530201
"169","18.23.05",152,70502.2171052632,2070713.50657895,2636.17105263158,12632.0065789474
"170","18.24.01",155,39602.3612903226,1008983.27096774,931.767741935484,5598.65161290323
"171","18.24.02",133,71398.7819548872,1898498.36842105,3254.72932330827,7278.1954887218
"172","18.24.03",136,42020.7058823529,1226583.71323529,1282.66911764706,4830.74264705882
"173","18.24.04",141,68650.9361702128,1813931.36879433,2696.05673758865,7199.60992907801
"174","18.24.05",159,33256.0628930818,1071715.49685535,1182.7106918239,3732.0251572327
"175","18.25.01",157,50255.2547770701,1344182.92993631,2309.84076433121,7695.76433121019
"176","18.25.02",143,43054.3986013986,1412837.92307692,2817.70629370629,5322.63636363636
"177","18.25.03",147,37793.5442176871,1320643.91156463,1484.14285714286,4653.55102040816
"178","18.25.04",140,69909.3928571429,1819892.24285714,2168.80714285714,7462.41428571429
"179","18.25.05",157,42087.7643312102,1173516.66878981,1426.56050955414,4066.75159235669
"180","18.26.01",147,57439.6598639456,1540687.93197279,3774.38775510204,9182.98639455782
"181","18.26.02",141,42877.0212765957,1397486.23404255,1478.23404255319,4602.36879432624
"182","18.26.03",135,43027.9259259259,1290915.7037037,1654.98518518519,5664.01481481481
"183","18.26.04",137,58400.7664233577,1775014.10948905,2016.53284671533,6363.30656934307
"184","18.26.05",175,48041.6,1288926.40571429,2357.14857142857,5268.64
"185","18.27.01",123,62061.4390243902,1350309.02439024,5079.54471544715,10448.6991869919
"186","18.27.02",138,42854.8550724638,1459589.79710145,1604.97826086957,4561.21014492754
"187","18.27.03",136,44058.1691176471,1320151.93382353,1613.33088235294,5532.11029411765
"188","18.27.04",138,56828.6884057971,1782343.24637681,1800.29710144928,6314.39855072464
"189","18.27.05",163,39588.3680981595,1233545.0797546,2710.68711656442,5218.06134969325
"190","18.28.01",138,57235.5507246377,1319776.47826087,5229.47101449275,10197.8260869565
"191","18.28.02",142,45573.5211267606,1399976.05633803,1583.33802816901,5115.82394366197
"192","18.28.03",138,43914.3913043478,1313835.08695652,1902.45652173913,5968.89130434783
"193","18.28.04",144,59707.9791666667,1926374.1875,2295.29861111111,6974.67361111111
"194","18.28.05",159,46851.6666666667,1336020.1572327,2453.1572327044,5911.67295597484
"195","18.29.01",129,59556.8837209302,1458463.2248062,5908.18604651163,10842.0542635659
"196","18.29.03",140,43105.4357142857,1386288.32857143,1810.79285714286,5403.65
"197","18.29.04",148,57916.9594594595,1925647.16891892,2524.41891891892,5998.37837837838
"198","18.29.05",160,33917.25,1124172.7875,1421.025,5247.925
"199","18.30.01",138,46244.3768115942,1247520.85507246,2365.30434782609,5690.21014492754
"200","18.30.03",141,41681.829787234,1141150.72340426,1349.87943262411,5165.10638297872
"201","18.30.04",155,53340.135483871,1760811.43225806,2752.6064516129,6070.14838709677
"202","18.30.05",146,33511.4726027397,1025255.47260274,1413.73287671233,5529.76712328767
"203","18.31.01",150,47136.82,1393029.19333333,2524.82666666667,5764.57333333333
"204","18.31.03",138,44380.1449275362,1189376.69565217,1346.52898550725,5035.63768115942
"205","18.31.05",167,46426.8263473054,1227362.80838323,2549.02395209581,5933.50898203593
